id,name,description
PER.COF,Baristas,Prepare or serve specialty coffee or other beverages. Serve food such as baked goods or sandwiches to patrons.
PER.COS,Costume Attendants,"Select, fit, and take care of costumes for cast members, and aid entertainers. May assist with multiple costume changes during performances."
PER.CPH,"Cooks, Private Household",Prepare meals in private homes. Includes personal chefs.
PER.CRG,Concierges,"Assist patrons at hotels, apartments, or office buildings with personal services. May take messages; arrange or give advice on transportation, business services, or entertainment; or monitor guest requests for housekeeping and maintenance."
PER.CRS,"Cooks, Restaurant","Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on the menu, or plan the menu."
PER.CSH,"Cooks, Short Order",Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.
PER.DRA,Dining Room and Cafeteria Attendants,"Facilitate food service. Clean tables; remove dirty dishes; replace soiled table linens; set tables; replenish the supply of clean linens, silverware, glassware, and dishes; supply the service bar with food; and serve items such as water, condiments, and coffee to patrons."
PER.DSH,Dishwashers,"Clean dishes, kitchen areas, food preparation equipment, or utensils."
PER.EMB,Embalmers,Prepare bodies for interment in accordance with legal requirements.
PER.FIT,Exercise Trainers and Group Fitness Instructors,"Instruct or coach groups or individuals in exercise activities for the primary purpose of personal fitness. Demonstrate techniques and form, observe participants, and explain corrective measures necessary to improve their skills. Develop and implement individualized approaches to exercise."
PER.FUA,"Morticians, Undertakers, and Funeral Arrangers","Perform various tasks to arrange individual funeral services, such as coordinating transportation of the body to the mortuary, interviewing family members or other authorized persons to arrange details, selecting pallbearers, aiding with the selection of officials for religious rites, and providing transportation for mourners."
PER.FUN,Funeral Attendants,"Perform a variety of tasks during funerals, such as placing the casket in the parlor or chapel prior to the service, arranging floral offerings or lights around the casket, directing or escorting mourners, closing the casket, and issuing and storing funeral equipment."
PER.GMB,Gambling and Sports Book Writers and Runners,"Post information enabling patrons to wager on various races and sporting events. Assist in the operation of games such as keno and bingo. May operate random number-generating equipment and announce the numbers for patrons. Receive, verify, and record patrons' wagers. Scan and process winning tickets presented by patrons and pay out winnings for those wagers."
PER.GMD,Gambling Dealers,"Operate table games. Stand or sit behind the table and operate games of chance by dispensing the appropriate number of cards or blocks to players, or by operating other gambling equipment. Distribute winnings or collect players' money or chips. May compare the house's hand against players' hands."
PER.HRD,"Hairdressers, Hairstylists, and Cosmetologists","Provide beauty services, such as cutting, coloring, and styling hair, and massaging and treating the scalp. May shampoo hair, apply makeup, dress wigs, remove hair, and provide nail and skincare services."
PER.HST,"Restaurant, Lounge, and Coffee Shop Hosts","Welcome patrons, seat them at tables or in the lounge, and help ensure the quality of facilities and service."
PER.LDC,Laundry and Dry-Cleaning Workers,"Operate or tend washing or dry-cleaning machines to wash or dry-clean industrial or household articles, such as cloth garments, suede, leather, furs, blankets, draperies, linens, rugs, and carpets. Includes spotters and dyers of these articles."
PER.LIF,Life Coaches,"Help clients set clear objectives for their personal development and achieve their goals and personal vision. Provide counseling and guidance, and establish progress reports to keep track of clients' achievements."
PER.MAN,Manicurists and Pedicurists,Clean and shape customers' fingernails and toenails. May polish or decorate nails.
PER.MFSV,Food Service Managers,"Plan, direct, or coordinate activities of organizations or departments that serve food and beverages."
PER.MFUN,Funeral Home Managers,"Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes."
PER.MGAM,Gambling Managers,"Plan, direct, or coordinate gambling operations in casinos. May formulate house rules."
PER.MGR,Personal Services Managers,Supervise and coordinate activities of personal service workers.
PER.MKA,Theatrical and Performance Makeup Artists,"Apply makeup to performers to reflect the period, setting, and situation of their role."
PER.MLOG,Lodging Managers,"Plan, direct, or coordinate activities of organizations or departments that provide lodging and other accommodations."
PER.NAN,Nannies,"Care for children in private households and provide support and expertise to parents in meeting children's physical, emotional, intellectual, and social needs. Duties may include meal planning and preparation, laundry and clothing care, organization of play activities and outings, discipline, intellectual stimulation, language activities, and transportation."
PER.PCA,Personal Care Aides,"Provide personalized assistance to individuals with disabilities or illnesses who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housekeeping, and doing laundry. Work is performed in various settings depending on the needs of the care recipient and may include locations such as their home, place of work, out in the community, or at a daytime nonresidential facility."
PER.PRJ,Motion Picture Projectionists,Set up and operate motion picture projection and related sound reproduction equipment.
PER.PRP,Food Preparation Workers,"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea."
PER.REC,Recreation Workers,"Conduct recreation activities with groups in public, private, or volunteer agencies or recreation facilities. Organize and promote activities such as arts and crafts, sports, games, music, dramatics, social recreation, camping, and hobbies, taking into account the needs and interests of individual members."
PER.RES,Residential Advisors,"Coordinate activities in resident facilities in secondary school and college dormitories, group homes, or similar establishments. Order supplies and determine the need for maintenance, repairs, and furnishings. May maintain household records and assign rooms. May assist residents with problem-solving or refer them to counseling resources."
PER.RMA,"Locker Room, Coatroom, and Dressing Room Attendants","Provide personal items to patrons or customers in locker rooms, dressing rooms, or coatrooms."
PER.SKN,Skincare Specialists,Provide skincare treatments to the face and body to enhance an individual's appearance. Includes electrologists and laser hair removal specialists.
PER.SOM,Sommeliers,"Advise customers on appropriate food and beverage pairings, and recommend beverages to suit customer preferences. Stock, order, and cellar wine and other beverages to serve the specific needs of the employer."
PER.SRV,"Food Servers, Nonrestaurant","Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars."
PER.TRG,Tour Guides and Escorts,"Escort individuals or groups on sightseeing tours or through places of interest, such as industrial establishments, public buildings, and art galleries."
PER.TVG,Travel Guides,"Plan, organize, and conduct long-distance travel, tours, and expeditions for individuals and groups."
PER.USH,"Ushers, Lobby Attendants, and Ticket Takers","Assist patrons at entertainment events by performing duties such as collecting admission tickets and passes from patrons, assisting in finding seats, searching for lost articles, and helping patrons locate facilities such as restrooms and telephones."
PER.WTR,Waiters,Take orders and serve food and beverages to patrons at tables in dining establishments.
PRD.3DP,3D Printing Technicians,"Assist in the design and programming of three-dimensional (3D) products such as prosthetics and miniatures. May provide 3D printer maintenance and repair, check 3D renders for customers, and run 3D printing tests."
PRD.ABM,Adhesive Bonding Machine Operators and Tenders,"Operate or tend bonding machines that use adhesives to join items for further processing or to form a completed product. Processes include joining veneer sheets into plywood, gluing paper, or joining rubber and rubberized fabric parts, plastic, simulated leather, or other materials."
PRD.ALW,Team Assemblers,"Work as part of a team having responsibility for assembling an entire product or a component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them, rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team."
PRD.ASA,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselages, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems."
PRD.BAK,Bakers,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods."
PRD.BMP,Biomass Plant Technicians,Control and monitor biomass plant activities and perform maintenance as needed.
PRD.BND,Print Binding and Finishing Workers,Bind books and other publications or finish printed products by hand or machine. May set up binding and finishing machines.
PRD.BPT,Biofuels Processing Technicians,"Calculate, measure, load, mix, and process refined feedstock with additives in fermentation or reaction process vessels and monitor the production process. Perform and keep records of plant maintenance, repairs, and safety inspections."
PRD.BRZ,Solderers and Brazers,"Braze or solder together components to assemble fabricated metal parts, using a soldering iron, torch, or welding machine and flux."
PRD.BUT,Butchers and Meat Cutters,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments."
PRD.CBM,Cabinetmakers and Bench Carpenters,"Cut, shape, and assemble wooden articles or set up and operate a variety of woodworking machines, such as power saws, jointers, and mortisers, to surface, cut, or shape lumber or to fabricate parts for wood products."
PRD.CFE,Cooling and Freezing Equipment Operators and Tenders,"Operate or tend equipment such as cooling and freezing units, refrigerators, batch freezers, and freezing tunnels to cool or freeze products, food, blood plasma, and chemicals."
PRD.CGP,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Set up, operate, or tend machines to crush, grind, or polish materials, such as coal, glass, grain, stone, food, or rubber."
PRD.CHE,Chemical Equipment Operators and Tenders,"Operate or tend equipment to control chemical changes or reactions in the processing of industrial or consumer products. Equipment used includes devulcanizers, steam-jacketed kettles, and reactor vessels."
PRD.CMP,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic materials."
PRD.CPE,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rustproofing materials."
PRD.CPS,Chemical Plant and System Operators,Control or operate entire chemical processes or systems of machines.
PRD.CTH,"Cutters and Trimmers, Manual","Use hand tools or hand-held power tools to cut and trim a variety of manufactured items, such as carpet, fabric, stone, glass, or rubber."
PRD.CTM,"Cutting and Slicing Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that cut or slice materials such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material."
PRD.CTO,Computer Numerically Controlled Tool Operators,"Operate computer-controlled tools, machines, or robots to machine or process parts, tools, or other workpieces made of metal, plastic, wood, stone, or other materials. May also set up and maintain equipment."
PRD.CTP,Computer Numerically Controlled Tool Programmers,"Develop programs to control the machining or processing of materials by automatic machine tools, equipment, or systems. May also set up, operate, or maintain equipment."
PRD.CWE,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tinplate, food, pulp, coal, plastic, or rubber, to remove impurities."
PRD.DBM,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend drilling machines to drill, bore, ream, mill, or countersink metal or plastic workpieces."
PRD.DLA,Dental Laboratory Technicians,Construct and repair full or partial dentures or dental appliances.
PRD.EEA,Electrical and Electronic Equipment Assemblers,"Assemble or modify electrical or electronic equipment, such as computers, test equipment, telemetering systems, electric motors, and batteries."
PRD.EFM,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Set up, operate, or tend machines, such as glass-forming machines, plodder machines, and tuber machines, to shape and form products such as glassware, food, rubber, soap, brick, tile, clay, wax, tobacco, or cosmetics."
PRD.EMA,Electromechanical Equipment Assemblers,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkages, actuators, and appliances."
PRD.ENA,Engine and Other Machine Assemblers,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in industries such as construction, extraction, textiles, and paper manufacturing."
PRD.ETE,Etchers and Engravers,"Engrave or etch metal, wood, rubber, or other materials. Includes such workers as etcher-circuit processors, pantograph engravers, and silkscreen etchers."
PRD.FAP,Fabric and Apparel Patternmakers,Draw and construct sets of precise master fabric patterns or layouts. May also mark and cut fabrics and apparel.
PRD.FCM,Food Cooking Machine Operators and Tenders,"Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products."
PRD.FDB,Food Batchmakers,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.
PRD.FFN,Furniture Finishers,"Shape, finish, and refinish damaged, worn, or used furniture, or new high-grade furniture to a specified color or finish."
PRD.FKO,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Operate or tend heating equipment other than basic metal, plastic, or food processing equipment. Includes activities such as annealing glass, drying lumber, curing rubber, removing moisture from materials, or boiling soap."
PRD.FLF,Fiberglass Laminators and Fabricators,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products."
PRD.FRG,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts."
PRD.GAS,Gas Plant Operators,Distribute or process gas for utility companies and others by controlling compressors to maintain specified pressures on main pipelines.
PRD.GBM,"Glass Blowers, Molders, Benders, and Finishers",Shape molten glass according to patterns.
PRD.GEM,Gem and Diamond Workers,"Fabricate, finish, or evaluate the quality of gems and diamonds used in jewelry or industrial tools."
PRD.GPH,"Grinding and Polishing Workers, Manual","Grind, sand, or polish, using hand tools or hand-held power tools, a variety of metal, wood, stone, clay, plastic, or glass objects. Includes chippers, buffers, and finishers."
PRD.GPM,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic workpieces."
PRD.HPT,Hydroelectric Plant Technicians,"Monitor and control activities associated with hydropower generation. Operate plant equipment, such as turbines, pumps, valves, gates, fans, electric control boards, and battery banks. Monitor equipment operation and performance, and make necessary adjustments to ensure optimal performance. Perform equipment maintenance and repairs as necessary."
PRD.ITS,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment."
PRD.JWL,Jewelers,Fabricate and repair jewelry articles. Make models or molds to create jewelry items.
PRD.LTH,Shoe and Leather Workers and Repairers,"Construct, decorate, or repair leather and leather-like products, such as luggage, shoes, and saddles. May use hand tools."
PRD.MAC,Machinists,"Set up and operate a variety of machine tools to produce precision parts and instruments out of metal. Includes precision instrument makers who fabricate, modify, or repair mechanical instruments. May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, applying knowledge of mechanics, mathematics, metal properties, layout, and machining procedures."
PRD.MAT,Medical Appliance Technicians,"Construct, maintain, or repair medical supportive devices such as braces, orthotics, prosthetic devices, joints, arch supports, and other surgical and medical appliances."
PRD.MBFP,Biofuels Production Managers,"Manage biofuels production and plant operations. Collect and process information on plant production and performance, diagnose problems, and design corrective procedures."
PRD.MBPP,Biomass Power Plant Managers,"Manage operations at biomass power generation facilities. Direct work activities at the plant, including supervision of operations and maintenance staff."
PRD.MBRS,Brownfield Redevelopment Specialists and Site Managers,Plan and direct cleanup and redevelopment of contaminated properties for reuse. Does not include properties sufficiently contaminated to qualify as Superfund sites.
PRD.MCC,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products."
PRD.MCHP,Chemical Plant Managers,"Plan, direct, or coordinate the day-to-day operations of a chemical production plant, ensuring the quality of products and equipment, the safety of personnel, and the protection of the environment."
PRD.MCT,"Meat, Poultry, and Fish Cutters and Trimmers","Use hands or hand tools to perform routine cutting and trimming of meat, poultry, and fish."
PRD.MCW,Molding and Casting Workers,"Mold, shape, form, cast, or carve products such as food products, figurines, tile, pipes, and candles consisting of clay, glass, plaster, concrete, stone, or combinations of materials."
PRD.MFDP,Food Production Managers,"Oversee the day-to-day operations of the food production plant and set and implement standards, procedures, and processes for the manufacture of high-quality food products. Control process parameters and their influence on the product, and ensure that staffing and recruitment levels are adequate."
PRD.MGR,Industrial Production Managers,"Plan, direct, or coordinate the work activities and resources necessary for manufacturing products in accordance with cost, quality, and quantity specifications."
PRD.MGT,Methane/Landfill Gas Generation System Technicians,"Monitor, operate, and maintain landfill gas collection system components as well as environmental monitoring and control systems."
PRD.MGTP,Geothermal Production Managers,Manage operations at geothermal power generation facilities. Maintain and monitor geothermal plant equipment to ensure efficient and safe plant operations.
PRD.MHYP,Hydroelectric Production Managers,Manage operations at hydroelectric power generation facilities. Maintain and monitor hydroelectric plant equipment for efficient and safe plant operations.
PRD.MIX,"Mixing and Blending Machine Setters, Operators, and Tenders","Set up, operate, or tend machines to mix or blend materials, such as chemicals, tobacco, liquids, color pigments, or explosive ingredients."
PRD.MLD,Foundry Mold and Coremakers,Make or form wax or sand cores or molds used in the production of metal castings in foundries.
PRD.MMM,"Model Makers, Metal and Plastic","Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects. Includes template makers."
PRD.MMT,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend more than one type of cutting or forming machine tool or robot."
PRD.MMW,"Model Makers, Wood",Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.
PRD.MPL,"Layout Workers, Metal and Plastic","Lay out reference points and dimensions on metal or plastic stock or workpieces, such as sheets, plates, tubes, structural shapes, castings, or machine parts, for further processing. Includes shipfitters."
PRD.MPM,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic workpieces."
PRD.MPWP,Power Plant Managers,"Plan, direct, and manage operations in power plants that produce and transport energy. Coordinate the production of energy in the plant, and supervise the construction, operation, and maintenance of energy transmission and distribution networks and systems."
PRD.MQCS,Quality Control Systems Managers,"Plan, direct, or coordinate quality assurance programs. Formulate quality control policies and control the quality of laboratory and production efforts."
PRD.MRF,Metal-Refining Furnace Operators and Tenders,"Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel."
PRD.MWEO,Wind Energy Operations Managers,"Manage wind field operations, including personnel, maintenance activities, financial activities, and planning."
PRD.MWEP,Wind Energy Development Managers,"Lead or manage the development and evaluation of potential wind energy business opportunities, including environmental studies, permitting, and proposals. May also manage the construction of projects."
PRD.NPR,Nuclear Power Reactor Operators,"Operate or control nuclear reactors. Move control rods, start and stop equipment, monitor and adjust controls, and record data in logs. Implement emergency procedures when needed. May respond to abnormalities, determine the cause, and recommend corrective action."
PRD.OLA,Ophthalmic Laboratory Technicians,"Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements. Assemble and mount lenses into frames or process other optical elements. Includes precision lens polishers or grinders, centerers-edgers, and lens mounters."
PRD.PCD,"Painting, Coating, and Decorating Workers","Paint, coat, or decorate articles such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather."
PRD.PCK,Packaging and Filling Machine Operators and Tenders,Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.
PRD.PCM,"Pourers and Casters, Metal",Operate hand-controlled mechanisms to pour and regulate the flow of molten metal into molds to produce castings or ingots.
PRD.PDD,Power Distributors and Dispatchers,"Coordinate, regulate, or distribute electricity or steam."
PRD.PGM,"Paper Goods Machine Setters, Operators, and Tenders","Set up, operate, or tend paper goods machines that perform a variety of functions, such as converting, sawing, corrugating, banding, wrapping, boxing, stitching, forming, or sealing paper or paperboard sheets into products."
PRD.PHP,Photographic Process Workers and Processing Machine Operators,Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints.
PRD.PLC,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend plating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metals to protect or decorate surfaces. Typically, the product being coated is immersed in molten metal or an electrolytic solution."
PRD.POT,"Potters, Manufacturing","Operate production machines such as pug mills, jigger machines, or potter's wheels to process clay in the manufacture of ceramic, pottery, and stoneware products."
PRD.PPL,Power Plant Operators,"Control, operate, or maintain machinery to generate electric power. Includes auxiliary equipment operators."
PRD.PPO,Printing Press Operators,"Set up and operate digital, letterpress, lithographic, flexographic, gravure, or other printing machines. Includes short-run offset printing presses."
PRD.PPS,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","Operate or control petroleum refining or processing units. May specialize in controlling manifold and pumping systems, gauging or testing oil in storage tanks, or regulating the flow of oil into pipelines."
PRD.PRE,Prepress Technicians and Workers,Format and proof text and images submitted by designers and clients into finished pages that can be printed. Includes digital and photo typesetting. May produce printing plates.
PRD.PRM,Precious Metal Workers,"Cast, anneal, solder, hammer, or shape gold, silver, pewter, or other metals to form jewelry or other metal items such as goblets or candlesticks."
PRD.PTM,"Patternmakers, Metal and Plastic","Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates."
PRD.PTR,"Painters, Transportation Equipment","Operate or tend painting machines to paint surfaces of transportation equipment, such as automobiles, buses, trucks, trains, boats, and airplanes. Includes painters in auto body repair facilities."
PRD.PTW,"Patternmakers, Wood","Plan, lay out, and construct wooden unit or sectional patterns used in forming sand molds for castings."
PRD.PWA,Helpers of Production Workers,"Help production workers by performing duties requiring less skill. Duties include supplying or holding materials or tools, and cleaning work areas and equipment."
PRD.RBD,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln dryers, roasters, char kilns, and vacuum drying equipment."
PRD.REC,Recycling and Reclamation Workers,"Prepare and sort materials or products for recycling. Identify and remove hazardous substances. Dismantle components of products, such as appliances."
PRD.ROB,Industrial Robotics Operators,"Operate and monitor industrial robots used in automation processes to perform various manufacturing activities such as lifting, welding, and assembling. Ensure that the machines are working correctly and in sync with other industrial robots, maintain and repair defective parts, assess risks, and perform tests."
PRD.ROL,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to roll steel or plastic, forming bends, beads, knurls, rolls, or plates, or to flatten, temper, or reduce the gauge of material."
PRD.SAW,"Sawing Machine Setters, Operators, and Tenders, Wood","Set up, operate, or tend wood sawing machines. May operate computer numerically controlled (CNC) equipment. Includes lead sawyers."
PRD.SCC,"Stone Cutters and Carvers, Manufacturing",Cut or carve stone according to diagrams and patterns.
PRD.SEB,Stationary Engineers and Boiler Operators,"Operate or maintain stationary engines, boilers, or other mechanical equipment to provide utilities for buildings or industrial processes. Operate equipment such as steam engines, generators, motors, turbines, and steam boilers."
PRD.SEM,Semiconductor Processing Technicians,"Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnaces; saw formed ingots into segments; load individual segments into crystal growing chambers and monitor controls; locate the crystal axis in ingots using x-ray equipment and saw ingots into wafers; and clean, polish, and load wafers into a series of special-purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties."
PRD.SEP,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Set up, operate, or tend continuous flow or vat-type equipment; filter presses; shaker screens; centrifuges; condenser tubes; precipitating, fermenting, or evaporating tanks; scrubbing towers; or batch stills. These machines extract, sort, or separate liquids, gases, or solids from other materials to recover a refined product. Includes dairy processing equipment operators."
PRD.SHM,Shoe Machine Operators and Tenders,"Operate or tend a variety of machines to join, decorate, reinforce, or finish shoes and shoe parts."
PRD.SMF,Structural Metal Fabricators and Fitters,"Fabricate, position, align, and fit parts of structural metal products."
PRD.SMP,Slaughterers and Meat Packers,"Perform nonroutine or precision functions involving the preparation of large portions of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats. Work typically occurs in slaughtering, meat packing, or wholesale establishments."
PRD.SWH,"Sewers, Manual","Sew, join, reinforce, or finish, usually with needle and thread, a variety of manufactured items. Includes weavers and stitchers."
PRD.SWM,Sewing Machine Operators,"Operate or tend sewing machines to join, reinforce, decorate, or perform related sewing operations in the manufacture of garment or non-garment products."
PRD.TBD,Textile Bleaching and Dyeing Machine Operators and Tenders,"Operate or tend machines to bleach, shrink, wash, dye, or finish textiles or synthetic or glass fibers."
PRD.TCM,"Textile Cutting Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that cut textiles."
PRD.TDA,Timing Device Assemblers and Adjusters,"Perform precision assembly or adjustment, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components."
PRD.TDM,Tool and Die Makers,"Analyze specifications, lay out metal stock, set up and operate machine tools, and fit and assemble parts to make and repair dies, cutting tools, jigs, fixtures, gauges, and machinists' hand tools."
PRD.TDS,"Tailors, Dressmakers, and Custom Sewers","Design, make, alter, repair, or fit garments."
PRD.TGF,"Tool Grinders, Filers, and Sharpeners","Perform precision smoothing, sharpening, polishing, or grinding of metal objects."
PRD.THE,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat-treat metal or plastic objects."
PRD.TKW,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that knit, loop, weave, or draw in textiles."
PRD.TRN,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock."
PRD.TWT,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that wind or twist textiles, or draw out and combine sliver, such as wool, hemp, or synthetic fibers. Includes slubber machine and drawing frame operators."
PRD.TXP,"Pressers, Textile, Garment, and Related Materials",Press or shape articles by hand or machine.
PRD.TYR,Tire Builders,Operate machines to build tires.
PRD.UPH,Upholsterers,"Make, repair, or replace upholstery for household furniture or transportation vehicles."
PRD.WLD,"Welders, Cutters, and Welder Fitters","Use hand-welding or flame-cutting equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products."
PRD.WLI,Welding Inspectors,"Use visual tools and electrical instruments to inspect welded connections and bonds between metals to ensure quality and safety. Ensure that all related welding activities, plans, and materials follow the appropriate guidelines in accordance with safety regulations. May compile reports about findings."
PRD.WND,"Coil Winders, Tapers, and Finishers","Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electric motors, generators, and control equipment."
PRD.WSB,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat-treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines."
PRD.WTO,Water and Wastewater Treatment Plant and System Operators,"Operate or control an entire process or system of machines, often through the use of control boards, to transfer or treat water or wastewater."
PRD.WWM,"Woodworking Machine Setters, Operators, and Tenders","Set up, operate, or tend woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, and wood nailing machines. May operate computer numerically controlled (CNC) equipment."
PRD.XMP,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes."
PRD.XSG,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Set up, operate, or tend machines that extrude and form continuous filaments from synthetic materials, such as liquid polymer, rayon, and fiberglass."
PRT.ACW,Animal Control Workers,"Handle animals for the purpose of investigating mistreatment or controlling abandoned, dangerous, or unattended animals."
PRT.BLF,Bailiffs,Maintain order in courts of law.
PRT.CRI,Criminal Investigators and Special Agents,"Investigate alleged or suspected criminal violations of federal, state, or local laws to determine if evidence is sufficient to recommend prosecution."
PRT.CRO,Correctional Officers and Jailers,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other points. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions."
PRT.CSI,Police Identification and Records Officers,"Collect evidence at crime scenes, classify and identify fingerprints, and photograph evidence for use in criminal and civil cases."
PRT.CVO,Civil Enforcement Officers,"Conduct a range of enforcement activities, including environmental, anti-social behavior, highway, and parking enforcement. Assist in technical investigations and prepare reports and written findings for further action by others, including law enforcement."
PRT.DET,Police Detectives,Conduct investigations to prevent crimes or solve criminal cases.
PRT.FFI,Forest Fire Inspectors and Prevention Specialists,"Enforce fire regulations, inspect forests for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions."
